"cruiseID","station","time","lat","lon","temp","sal","depth","ODO_molL","ODO_perc","turb","chla","sigma0"
"V2108","SV1","15-Aug-2021 02:44:30",75.74915,-83.24245,-0.629020690917969,32.5444097518921,23.75,341.974319458008,92.2338218688965,0.91693115234375,1.79365539550781,26.1550150953469
"V2108","SV1","15-Aug-2021 02:44:31",75.74915,-83.24245,-0.635749816894531,32.5469303131104,24.25,341.821891784668,92.1777305603027,1.086181640625,2.3372802734375,26.1572773033859
"V2108","SV1","15-Aug-2021 02:44:31",75.74915,-83.24245,-0.636871337890625,32.5470352172852,24.75,341.370544433594,92.0533167521159,0.937581380208333,2.141845703125,26.1573720839656
"V2108","SV1","15-Aug-2021 02:44:32",75.74915,-83.24245,-0.649525960286458,32.5486640930176,25.25,341.371907552083,92.0235773722331,0.808268229166667,2.01875813802083,26.1591381525202
"V2108","SV1","15-Aug-2021 02:44:32",75.74915,-83.24245,-0.658732096354167,32.5498034159342,25.75,340.543619791667,91.7784118652344,0.878824869791667,1.63930257161458,26.1603757437649
"V2108","SV1","15-Aug-2021 02:44:33",75.74915,-83.24245,-0.663767496744792,32.5511004130046,26.25,340.130798339844,91.6556065877279,0.822835286458333,2.01639811197917,26.1615821276323
"V2108","SV1","15-Aug-2021 02:44:33",75.74915,-83.24245,-0.668233235677083,32.55144627889,26.75,340.135569254557,91.6461486816406,0.928385416666667,1.86785888671875,26.1619976279958
"V2108","SV1","15-Aug-2021 02:44:33",75.74915,-83.24245,-0.674728393554688,32.5532932281494,27.25,340.092384338379,91.619758605957,0.98541259765625,1.87428283691406,26.1637030798518
"V2108","SV1","15-Aug-2021 02:44:34",75.74915,-83.24245,-0.680763244628906,32.5553693771362,27.75,340.093040466309,91.6064434051514,0.89630126953125,1.74876403808594,26.165576045832
"V2108","SV1","15-Aug-2021 02:44:34",75.74915,-83.24245,-0.691024780273438,32.5594120025635,28.25,339.572814941406,91.4437866210938,1.05364990234375,1.67770385742188,26.1691971668477
"V2108","SV1","15-Aug-2021 02:44:35",75.74915,-83.24245,-0.711751302083333,32.5589739481608,28.75,339.57920328776,91.3944473266602,0.969075520833333,1.48758951822917,26.1695833445251
"V2108","SV1","15-Aug-2021 02:44:35",75.74915,-83.24245,-0.740254720052083,32.5669797261556,29.25,338.675577799479,91.0867462158203,1.15169270833333,1.496826171875,26.1770791714903
"V2108","SV1","15-Aug-2021 02:44:35",75.74915,-83.24245,-0.76611328125,32.5731862386068,29.75,338.221669514974,90.905507405599,0.885823567708333,1.58339436848958,26.1830133135147
"V2108","BL9","NaN",NA,NA,NA,NA,0.25,NA,NA,NA,NA,NA
